Timestamp,Currency_Name,Rate_to_RUB
2023-03-31 12:00:00,Шведская крона,7.3929
2023-03-31 12:00:00,Китайский юань,11.1847
2023-03-31 12:00:00,Японская иена,0.5817
2023-03-31 12:00:00,Швейцарский франк,84.1278
2023-03-31 12:00:00,Австралийский доллар,51.5476
2023-03-31 12:00:00,Сингапурский доллар,57.9466
2023-03-31 12:00:00,Евро,83.7639
2023-03-31 12:00:00,Южнокорейская вона,0.0593
2023-03-31 12:00:00,Доллар США,77.0863
2023-03-31 12:00:00,Казахстанский тенге,0.1719
2023-03-31 12:00:00,Дирхам ОАЭ,20.9884
2023-03-31 12:00:00,Индийская рупия,0.9383
2023-03-31 12:00:00,Канадский доллар,56.7813
2023-03-31 12:00:00,Белорусский рубль,26.9806
2023-03-31 12:00:00,Фунт стерлингов Соединенного королевства,94.9009
2023-03-31 12:00:00,Армянский драм,0.1985
2023-04-01 12:00:00,Грузинский лари,30.1997
2023-04-01 12:00:00,Сингапурский доллар,58.2693
2023-04-01 12:00:00,Турецкая лира,4.035
2023-04-01 12:00:00,Польский злотый,18.006
2023-04-01 12:00:00,Южнокорейская вона,0.0594
2023-04-01 12:00:00,Дирхам ОАЭ,21.053
2023-04-01 12:00:00,Канадский доллар,57.1369
2023-04-01 12:00:00,Белорусский рубль,27.0949
2023-04-01 12:00:00,Австралийский доллар,51.8994
2023-04-01 12:00:00,Японская иена,0.5793
2023-04-01 12:00:00,Швейцарский франк,84.3864
2023-04-01 12:00:00,Индийская рупия,0.9402
2023-04-01 12:00:00,Евро,84.1116
2023-04-01 12:00:00,Доллар США,77.3233
2023-04-01 12:00:00,Шведская крона,7.468
2023-04-01 12:00:00,Фунт стерлингов Соединенного королевства,95.7262
2023-04-01 12:00:00,Казахстанский тенге,0.1726
2023-04-01 12:00:00,Китайский юань,11.2411
2023-04-01 12:00:00,Армянский драм,0.199
2023-04-04 12:00:00,Японская иена,0.5859
2023-04-04 12:00:00,Индийская рупия,0.9465
2023-04-04 12:00:00,Турецкая лира,4.0662
2023-04-04 12:00:00,Польский злотый,18.1189
2023-04-04 12:00:00,Китайский юань,11.3028
2023-04-04 12:00:00,Армянский драм,0.2007
2023-04-04 12:00:00,Евро,84.6185
2023-04-04 12:00:00,Сингапурский доллар,58.4121
2023-04-04 12:00:00,Южнокорейская вона,0.0592
2023-04-04 12:00:00,Дирхам ОАЭ,21.2244
2023-04-04 12:00:00,Канадский доллар,57.6007
2023-04-04 12:00:00,Австралийский доллар,51.9388
2023-04-04 12:00:00,Фунт стерлингов Соединенного королевства,96.3786
2023-04-04 12:00:00,Швейцарский франк,84.951
2023-04-04 12:00:00,Казахстанский тенге,0.1726
2023-04-04 12:00:00,Грузинский лари,30.4937
2023-04-04 12:00:00,Шведская крона,7.5001
2023-04-04 12:00:00,Доллар США,77.951
2023-04-04 12:00:00,Белорусский рубль,27.2299
2023-04-05 12:00:00,Евро,86.7207
2023-04-05 12:00:00,Китайский юань,11.5308
2023-04-05 12:00:00,Японская иена,0.5986
2023-04-05 12:00:00,Сингапурский доллар,59.7743
2023-04-05 12:00:00,Польский злотый,18.5187
2023-04-05 12:00:00,Грузинский лари,31.0994
2023-04-05 12:00:00,Дирхам ОАЭ,21.6071
2023-04-05 12:00:00,Канадский доллар,59.0537
2023-04-05 12:00:00,Доллар США,79.3563
2023-04-05 12:00:00,Турецкая лира,4.134
2023-04-05 12:00:00,Австралийский доллар,53.6845
2023-04-05 12:00:00,Армянский драм,0.2044
2023-04-05 12:00:00,Шведская крона,7.6502
2023-04-05 12:00:00,Фунт стерлингов Соединенного королевства,98.378
2023-04-05 12:00:00,Казахстанский тенге,0.176
2023-04-05 12:00:00,Индийская рупия,0.9653
2023-04-05 12:00:00,Белорусский рубль,27.3699
2023-04-05 12:00:00,Швейцарский франк,87.023
2023-04-05 12:00:00,Южнокорейская вона,0.0603
2023-04-06 12:00:00,Китайский юань,11.5445
2023-04-06 12:00:00,Японская иена,0.6044
2023-04-06 12:00:00,Южнокорейская вона,0.0607
2023-04-06 12:00:00,Швейцарский франк,87.8604
2023-04-06 12:00:00,Австралийский доллар,53.5486
2023-04-06 12:00:00,Дирхам ОАЭ,21.6457
2023-04-06 12:00:00,Белорусский рубль,27.3983
2023-04-06 12:00:00,Армянский драм,0.2047
2023-04-06 12:00:00,Канадский доллар,59.1181
2023-04-06 12:00:00,Фунт стерлингов Соединенного королевства,99.4973
